dest_ip,dest_nt_domain,dest_port
2604:980:e007:100::f101,br-for-wg-002.relays.mullvad.net,51820
149.78.184.194,br-sao-wg-001.relays.mullvad.net,51820
2804:5364:7000:40::f001,br-sao-wg-001.relays.mullvad.net,51820
169.150.198.66,br-sao-wg-201.relays.mullvad.net,51820
2a02:6ea0:d00e:1::a01f,br-sao-wg-201.relays.mullvad.net,51820
169.150.198.79,br-sao-wg-202.relays.mullvad.net,51820
2a02:6ea0:d00e:2::a02f,br-sao-wg-202.relays.mullvad.net,51820
103.139.178.63,br-sao-wg-302.relays.mullvad.net,51820
2a06:3040:10:610::f101,br-sao-wg-302.relays.mullvad.net,51820
103.139.178.123,br-sao-wg-303.relays.mullvad.net,51820
2a06:3040:10:610::f201,br-sao-wg-303.relays.mullvad.net,51820
103.139.178.183,br-sao-wg-304.relays.mullvad.net,51820
2a06:3040:10:610::f301,br-sao-wg-304.relays.mullvad.net,51820
146.70.198.66,ca-mtr-wg-001.relays.mullvad.net,51820
2a0d:5600:9:c::f001,ca-mtr-wg-001.relays.mullvad.net,51820
146.70.198.130,ca-mtr-wg-002.relays.mullvad.net,51820
2a0d:5600:9:d::f001,ca-mtr-wg-002.relays.mullvad.net,51820
146.70.198.194,ca-mtr-wg-003.relays.mullvad.net,51820
2a0d:5600:9:e::a02f,ca-mtr-wg-003.relays.mullvad.net,51820
188.241.176.194,ca-mtr-wg-004.relays.mullvad.net,51820
2a0d:5600:9:16::f001,ca-mtr-wg-004.relays.mullvad.net,51820
62.93.167.130,ca-mtr-wg-201.relays.mullvad.net,51820
2a02:6ea0:a03:2::f001,ca-mtr-wg-201.relays.mullvad.net,51820
62.93.167.160,ca-mtr-wg-202.relays.mullvad.net,51820
2a02:6ea0:a03::f001,ca-mtr-wg-202.relays.mullvad.net,51820
178.249.214.2,ca-tor-wg-001.relays.mullvad.net,51820
2a02:6ea0:de08:1::f001,ca-tor-wg-001.relays.mullvad.net,51820
178.249.214.15,ca-tor-wg-002.relays.mullvad.net,51820
2a02:6ea0:de08:2::a29f,ca-tor-wg-002.relays.mullvad.net,51820
198.44.140.130,ca-tor-wg-101.relays.mullvad.net,51820
2607:9000:6000:18::a01f,ca-tor-wg-101.relays.mullvad.net,51820
198.54.132.98,ca-tor-wg-102.relays.mullvad.net,51820
2607:9000:6000:14::a02f,ca-tor-wg-102.relays.mullvad.net,51820
198.54.132.226,ca-tor-wg-103.relays.mullvad.net,51820
2607:9000:6000:17::a03f,ca-tor-wg-103.relays.mullvad.net,51820
198.54.132.130,ca-tor-wg-104.relays.mullvad.net,51820
2607:9000:6000:15::a04f,ca-tor-wg-104.relays.mullvad.net,51820
198.44.140.162,ca-tor-wg-105.relays.mullvad.net,51820
2607:9000:6000:19::a05f,ca-tor-wg-105.relays.mullvad.net,51820
198.54.132.162,ca-tor-wg-106.relays.mullvad.net,51820
2607:9000:6000:16::a26f,ca-tor-wg-106.relays.mullvad.net,51820
198.44.140.194,ca-tor-wg-107.relays.mullvad.net,51820
2607:9000:6000:20::a07f,ca-tor-wg-107.relays.mullvad.net,51820
23.234.84.2,ca-tor-wg-201.relays.mullvad.net,51820
2607:9000:600:31::f001,ca-tor-wg-201.relays.mullvad.net,51820
23.234.84.127,ca-tor-wg-202.relays.mullvad.net,51820
2607:9000:600:32::f001,ca-tor-wg-202.relays.mullvad.net,51820
23.234.85.2,ca-tor-wg-203.relays.mullvad.net,51820
2607:9000:600:33::f001,ca-tor-wg-203.relays.mullvad.net,51820
23.234.85.127,ca-tor-wg-204.relays.mullvad.net,51820
2607:9000:600:34::f001,ca-tor-wg-204.relays.mullvad.net,51820
23.234.86.2,ca-tor-wg-205.relays.mullvad.net,51820
2607:9000:600:35::f001,ca-tor-wg-205.relays.mullvad.net,51820
23.234.86.127,ca-tor-wg-206.relays.mullvad.net,51820
2607:9000:600:36::f001,ca-tor-wg-206.relays.mullvad.net,51820
23.234.87.2,ca-tor-wg-207.relays.mullvad.net,51820
2607:9000:600:37::f001,ca-tor-wg-207.relays.mullvad.net,51820
104.193.135.196,ca-van-wg-201.relays.mullvad.net,51820
2606:9580:103:e::f001,ca-van-wg-201.relays.mullvad.net,51820
104.193.135.100,ca-van-wg-202.relays.mullvad.net,51820
2606:9580:103:f::f001,ca-van-wg-202.relays.mullvad.net,51820
149.22.81.194,ca-van-wg-301.relays.mullvad.net,51820
2a02:6ea0:5100:1::f001,ca-van-wg-301.relays.mullvad.net,51820
149.22.81.207,ca-van-wg-302.relays.mullvad.net,51820
2a02:6ea0:5100:2::f001,ca-van-wg-302.relays.mullvad.net,51820
38.240.225.36,ca-yyc-wg-201.relays.mullvad.net,51820
2606:9580:438:32::b01f,ca-yyc-wg-201.relays.mullvad.net,51820
38.240.225.68,ca-yyc-wg-202.relays.mullvad.net,51820
2606:9580:438:64::b02f,ca-yyc-wg-202.relays.mullvad.net,51820
193.32.127.66,ch-zrh-wg-001.relays.mullvad.net,51820
2a03:1b20:a:f011::f001,ch-zrh-wg-001.relays.mullvad.net,51820
193.32.127.67,ch-zrh-wg-002.relays.mullvad.net,51820
2a03:1b20:a:f011::f101,ch-zrh-wg-002.relays.mullvad.net,51820
193.32.127.68,ch-zrh-wg-003.relays.mullvad.net,51820
2a03:1b20:a:f011::f201,ch-zrh-wg-003.relays.mullvad.net,51820
193.32.127.69,ch-zrh-wg-004.relays.mullvad.net,51820
2a03:1b20:a:f011::f301,ch-zrh-wg-004.relays.mullvad.net,51820
193.32.127.70,ch-zrh-wg-005.relays.mullvad.net,51820
2a03:1b20:a:f011::f401,ch-zrh-wg-005.relays.mullvad.net,51820
193.32.127.84,ch-zrh-wg-006.relays.mullvad.net,51820
2a03:1b20:a:f011::f601,ch-zrh-wg-006.relays.mullvad.net,51820
179.43.189.66,ch-zrh-wg-201.relays.mullvad.net,51820
2a02:29b8:dc01:1832::a1f,ch-zrh-wg-201.relays.mullvad.net,51820
46.19.136.226,ch-zrh-wg-202.relays.mullvad.net,51820
2a02:29b8:dc01:1831::f002,ch-zrh-wg-202.relays.mullvad.net,51820
138.199.6.194,ch-zrh-wg-401.relays.mullvad.net,51820
2a02:6ea0:d406:1::a18f,ch-zrh-wg-401.relays.mullvad.net,51820
138.199.6.207,ch-zrh-wg-402.relays.mullvad.net,51820
2a02:6ea0:d406:2::a19f,ch-zrh-wg-402.relays.mullvad.net,51820
138.199.6.220,ch-zrh-wg-403.relays.mullvad.net,51820
2a02:6ea0:d406:3::a20f,ch-zrh-wg-403.relays.mullvad.net,51820
138.199.6.233,ch-zrh-wg-404.relays.mullvad.net,51820
2a02:6ea0:d406:4::a21f,ch-zrh-wg-404.relays.mullvad.net,51820
146.70.134.98,ch-zrh-wg-501.relays.mullvad.net,51820
2001:ac8:28:a7::a36f,ch-zrh-wg-501.relays.mullvad.net,51820
146.70.126.162,ch-zrh-wg-502.relays.mullvad.net,51820
2001:ac8:28:a1::f001,ch-zrh-wg-502.relays.mullvad.net,51820
146.70.126.194,ch-zrh-wg-503.relays.mullvad.net,51820
2001:ac8:28:a2::f001,ch-zrh-wg-503.relays.mullvad.net,51820
146.70.126.226,ch-zrh-wg-504.relays.mullvad.net,51820
2001:ac8:28:a3::f001,ch-zrh-wg-504.relays.mullvad.net,51820
146.70.134.2,ch-zrh-wg-505.relays.mullvad.net,51820
2001:ac8:28:a4::a33f,ch-zrh-wg-505.relays.mullvad.net,51820
146.70.134.34,ch-zrh-wg-506.relays.mullvad.net,51820
2001:ac8:28:a5::a34f,ch-zrh-wg-506.relays.mullvad.net,51820
146.70.134.66,ch-zrh-wg-507.relays.mullvad.net,51820
2001:ac8:28:a6::a35f,ch-zrh-wg-507.relays.mullvad.net,51820
149.88.104.2,cl-scl-wg-001.relays.mullvad.net,51820
2a02:6ea0:fc02:2::f001,cl-scl-wg-001.relays.mullvad.net,51820
149.88.104.15,cl-scl-wg-002.relays.mullvad.net,51820
2a02:6ea0:fc02:3::f101,cl-scl-wg-002.relays.mullvad.net,51820
154.47.16.34,co-bog-wg-001.relays.mullvad.net,51820
2a02:6ea0:f101:1::f001,co-bog-wg-001.relays.mullvad.net,51820
154.47.16.47,co-bog-wg-002.relays.mullvad.net,51820
2a02:6ea0:f101:2::f001,co-bog-wg-002.relays.mullvad.net,51820
195.47.194.131,cy-nic-wg-001.relays.mullvad.net,51820
2a06:3040:f:601::f001,cy-nic-wg-001.relays.mullvad.net,51820
195.47.194.161,cy-nic-wg-002.relays.mullvad.net,51820
2a06:3040:f:601::f101,cy-nic-wg-002.relays.mullvad.net,51820
146.70.129.98,cz-prg-wg-101.relays.mullvad.net,51820
2001:ac8:33:c::a01f,cz-prg-wg-101.relays.mullvad.net,51820
146.70.129.130,cz-prg-wg-102.relays.mullvad.net,51820
2001:ac8:33:d::a02f,cz-prg-wg-102.relays.mullvad.net,51820
178.249.209.162,cz-prg-wg-201.relays.mullvad.net,51820
2a02:6ea0:c201:1::f001,cz-prg-wg-201.relays.mullvad.net,51820
178.249.209.175,cz-prg-wg-202.relays.mullvad.net,51820
2a02:6ea0:c201:1::f101,cz-prg-wg-202.relays.mullvad.net,51820
193.32.248.66,de-ber-wg-001.relays.mullvad.net,51820
2a03:1b20:b:f011::a01f,de-ber-wg-001.relays.mullvad.net,51820
193.32.248.67,de-ber-wg-002.relays.mullvad.net,51820
2a03:1b20:b:f011::a02f,de-ber-wg-002.relays.mullvad.net,51820
193.32.248.68,de-ber-wg-003.relays.mullvad.net,51820
2a03:1b20:b:f011::a03f,de-ber-wg-003.relays.mullvad.net,51820
193.32.248.69,de-ber-wg-004.relays.mullvad.net,51820
2a03:1b20:b:f011::a04f,de-ber-wg-004.relays.mullvad.net,51820
193.32.248.70,de-ber-wg-005.relays.mullvad.net,51820
2a03:1b20:b:f011::a05f,de-ber-wg-005.relays.mullvad.net,51820
193.32.248.71,de-ber-wg-006.relays.mullvad.net,51820
2a03:1b20:b:f011::a06f,de-ber-wg-006.relays.mullvad.net,51820
193.32.248.75,de-ber-wg-007.relays.mullvad.net,51820
2a03:1b20:b:f011::f701,de-ber-wg-007.relays.mullvad.net,51820
193.32.248.74,de-ber-wg-008.relays.mullvad.net,51820
2a03:1b20:b:f011::f801,de-ber-wg-008.relays.mullvad.net,51820
185.254.75.3,de-dus-wg-001.relays.mullvad.net,51820
2a03:d9c0:3000::a20f,de-dus-wg-001.relays.mullvad.net,51820
185.254.75.4,de-dus-wg-002.relays.mullvad.net,51820
2a03:d9c0:3000::a21f,de-dus-wg-002.relays.mullvad.net,51820
185.254.75.5,de-dus-wg-003.relays.mullvad.net,51820
2a03:d9c0:3000::a22f,de-dus-wg-003.relays.mullvad.net,51820
185.213.155.73,de-fra-wg-001.relays.mullvad.net,51820
2a03:1b20:6:f011::f001,de-fra-wg-001.relays.mullvad.net,51820
185.213.155.74,de-fra-wg-002.relays.mullvad.net,51820
2a03:1b20:6:f011::f101,de-fra-wg-002.relays.mullvad.net,51820
185.209.196.73,de-fra-wg-003.relays.mullvad.net,51820
2a03:1b20:6:f011::f201,de-fra-wg-003.relays.mullvad.net,51820
185.209.196.74,de-fra-wg-004.relays.mullvad.net,51820
2a03:1b20:6:f011::f301,de-fra-wg-004.relays.mullvad.net,51820
185.209.196.75,de-fra-wg-005.relays.mullvad.net,51820
2a03:1b20:6:f011::f401,de-fra-wg-005.relays.mullvad.net,51820
185.209.196.76,de-fra-wg-006.relays.mullvad.net,51820
2a03:1b20:6:f011::f501,de-fra-wg-006.relays.mullvad.net,51820
185.209.196.77,de-fra-wg-007.relays.mullvad.net,51820
2a03:1b20:6:f011::f601,de-fra-wg-007.relays.mullvad.net,51820
185.209.196.78,de-fra-wg-008.relays.mullvad.net,51820
2a03:1b20:6:f011::f701,de-fra-wg-008.relays.mullvad.net,51820
185.213.155.72,de-fra-wg-009.relays.mullvad.net,51820
2a03:1b20:6:f011::f901,de-fra-wg-009.relays.mullvad.net,51820
146.70.117.162,de-fra-wg-101.relays.mullvad.net,51820
2001:ac8:20:274::a99f,de-fra-wg-101.relays.mullvad.net,51820
146.70.117.194,de-fra-wg-102.relays.mullvad.net,51820
2001:ac8:20:275::f001,de-fra-wg-102.relays.mullvad.net,51820
146.70.117.226,de-fra-wg-103.relays.mullvad.net,51820
2001:ac8:20:276::f001,de-fra-wg-103.relays.mullvad.net,51820
146.70.107.194,de-fra-wg-104.relays.mullvad.net,51820
2001:ac8:20:277::f001,de-fra-wg-104.relays.mullvad.net,51820
146.70.117.2,de-fra-wg-105.relays.mullvad.net,51820
2001:ac8:20:269::f001,de-fra-wg-105.relays.mullvad.net,51820
146.70.117.34,de-fra-wg-106.relays.mullvad.net,51820
2001:ac8:20:270::f001,de-fra-wg-106.relays.mullvad.net,51820
194.36.25.3,de-fra-wg-301.relays.mullvad.net,51820
2a07:fe00:1::a23f,de-fra-wg-301.relays.mullvad.net,51820
194.36.25.18,de-fra-wg-302.relays.mullvad.net,51820
2a07:fe00:1::a24f,de-fra-wg-302.relays.mullvad.net,51820
194.36.25.33,de-fra-wg-303.relays.mullvad.net,51820
2a07:fe00:1::a25f,de-fra-wg-303.relays.mullvad.net,51820
194.36.25.48,de-fra-wg-304.relays.mullvad.net,51820
2a07:fe00:1::a26f,de-fra-wg-304.relays.mullvad.net,51820
169.150.201.2,de-fra-wg-401.relays.mullvad.net,51820
2a02:6ea0:c762:1::a35f,de-fra-wg-401.relays.mullvad.net,51820
169.150.201.15,de-fra-wg-402.relays.mullvad.net,51820
2a02:6ea0:c762:2::a36f,de-fra-wg-402.relays.mullvad.net,51820
169.150.201.28,de-fra-wg-403.relays.mullvad.net,51820
2a02:6ea0:c762:3::a37f,de-fra-wg-403.relays.mullvad.net,51820
45.129.56.67,dk-cph-wg-001.relays.mullvad.net,51820
2a03:1b20:8:f011::f001,dk-cph-wg-001.relays.mullvad.net,51820
45.129.56.68,dk-cph-wg-002.relays.mullvad.net,51820
2a03:1b20:8:f011::f101,dk-cph-wg-002.relays.mullvad.net,51820
146.70.197.194,dk-cph-wg-401.relays.mullvad.net,51820
2001:ac8:37:97::f001,dk-cph-wg-401.relays.mullvad.net,51820
146.70.197.130,dk-cph-wg-402.relays.mullvad.net,51820
2001:ac8:37:96::f001,dk-cph-wg-402.relays.mullvad.net,51820
194.127.167.67,ee-tll-wg-001.relays.mullvad.net,51820
2a07:d880:2::a01f,ee-tll-wg-001.relays.mullvad.net,51820
194.127.167.87,ee-tll-wg-002.relays.mullvad.net,51820
2a07:d880:2::a02f,ee-tll-wg-002.relays.mullvad.net,51820
194.127.167.107,ee-tll-wg-003.relays.mullvad.net,51820
2a07:d880:2::a03f,ee-tll-wg-003.relays.mullvad.net,51820
185.188.61.195,es-bcn-wg-001.relays.mullvad.net,51820
2a06:3040:2:210::f001,es-bcn-wg-001.relays.mullvad.net,51820
185.188.61.225,es-bcn-wg-002.relays.mullvad.net,51820
2a06:3040:2:210::f101,es-bcn-wg-002.relays.mullvad.net,51820
185.253.99.30,es-bcn-wg-101.relays.mullvad.net,51820
2001:ac8:17:20::f001,es-bcn-wg-101.relays.mullvad.net,51820
185.253.99.98,es-bcn-wg-102.relays.mullvad.net,51820
2001:ac8:17:20::f101,es-bcn-wg-102.relays.mullvad.net,51820
45.134.213.194,es-mad-wg-101.relays.mullvad.net,51820
2a02:6ea0:c318:1::a06f,es-mad-wg-101.relays.mullvad.net,51820
45.134.213.207,es-mad-wg-102.relays.mullvad.net,51820
2a02:6ea0:c318:2::a07f,es-mad-wg-102.relays.mullvad.net,51820
146.70.128.194,es-mad-wg-201.relays.mullvad.net,51820
2001:ac8:23:85::a01f,es-mad-wg-201.relays.mullvad.net,51820
146.70.128.226,es-mad-wg-202.relays.mullvad.net,51820
2001:ac8:23:86::a02f,es-mad-wg-202.relays.mullvad.net,51820
193.19.207.195,es-vlc-wg-001.relays.mullvad.net,51820
2a06:3040:3:210::f001,es-vlc-wg-001.relays.mullvad.net,51820
193.19.207.225,es-vlc-wg-002.relays.mullvad.net,51820
2a06:3040:3:210::f101,es-vlc-wg-002.relays.mullvad.net,51820
185.204.1.203,fi-hel-wg-001.relays.mullvad.net,51820
2a0c:f040:0:2790::a01f,fi-hel-wg-001.relays.mullvad.net,51820
185.204.1.211,fi-hel-wg-002.relays.mullvad.net,51820
2a0c:f040:0:2790::a02f,fi-hel-wg-002.relays.mullvad.net,51820
185.204.1.219,fi-hel-wg-003.relays.mullvad.net,51820
2a0c:f040:0:2790::a03f,fi-hel-wg-003.relays.mullvad.net,51820
193.138.7.137,fi-hel-wg-101.relays.mullvad.net,51820
2a02:ed04:3581:1::f001,fi-hel-wg-101.relays.mullvad.net,51820
193.138.7.157,fi-hel-wg-102.relays.mullvad.net,51820
2a02:ed04:3581:2::f001,fi-hel-wg-102.relays.mullvad.net,51820
193.138.7.177,fi-hel-wg-103.relays.mullvad.net,51820
2a02:ed04:3581:3::f001,fi-hel-wg-103.relays.mullvad.net,51820
193.138.7.197,fi-hel-wg-104.relays.mullvad.net,51820
2a02:ed04:3581:4::f001,fi-hel-wg-104.relays.mullvad.net,51820
45.134.79.67,fr-bod-wg-001.relays.mullvad.net,51820
2a06:3040:4:610::f001,fr-bod-wg-001.relays.mullvad.net,51820
45.134.79.97,fr-bod-wg-002.relays.mullvad.net,51820
2a06:3040:4:610::f101,fr-bod-wg-002.relays.mullvad.net,51820
138.199.15.162,fr-mrs-wg-001.relays.mullvad.net,51820
2a02:6ea0:dc05::a15f,fr-mrs-wg-001.relays.mullvad.net,51820
138.199.15.146,fr-mrs-wg-002.relays.mullvad.net,51820
2a02:6ea0:dc06::a16f,fr-mrs-wg-002.relays.mullvad.net,51820
193.32.126.66,fr-par-wg-001.relays.mullvad.net,51820
2a03:1b20:9:f011::a01f,fr-par-wg-001.relays.mullvad.net,51820
193.32.126.67,fr-par-wg-002.relays.mullvad.net,51820
2a03:1b20:9:f011::f101,fr-par-wg-002.relays.mullvad.net,51820
193.32.126.68,fr-par-wg-003.relays.mullvad.net,51820
2a03:1b20:9:f011::f201,fr-par-wg-003.relays.mullvad.net,51820
193.32.126.69,fr-par-wg-004.relays.mullvad.net,51820
2a03:1b20:9:f011::f301,fr-par-wg-004.relays.mullvad.net,51820
193.32.126.70,fr-par-wg-005.relays.mullvad.net,51820
2a03:1b20:9:f011::f401,fr-par-wg-005.relays.mullvad.net,51820
193.32.126.84,fr-par-wg-006.relays.mullvad.net,51820
2a03:1b20:9:f011::f001,fr-par-wg-006.relays.mullvad.net,51820
193.32.126.83,fr-par-wg-007.relays.mullvad.net,51820
2a03:1b20:9:f011::3f,fr-par-wg-007.relays.mullvad.net,51820
146.70.184.2,fr-par-wg-101.relays.mullvad.net,51820
2001:ac8:25:3a::f001,fr-par-wg-101.relays.mullvad.net,51820
146.70.184.66,fr-par-wg-102.relays.mullvad.net,51820
2001:ac8:25:3b::f001,fr-par-wg-102.relays.mullvad.net,51820
95.173.222.2,fr-par-wg-301.relays.mullvad.net,51820
2a02:6ea0:1901:2::f001,fr-par-wg-301.relays.mullvad.net,51820
95.173.222.31,fr-par-wg-302.relays.mullvad.net,51820
2a02:6ea0:1901:3::f001,fr-par-wg-302.relays.mullvad.net,51820
185.201.188.3,gb-glw-wg-001.relays.mullvad.net,51820
2a06:3040:d:410::f001,gb-glw-wg-001.relays.mullvad.net,51820
185.201.188.33,gb-glw-wg-002.relays.mullvad.net,51820
2a06:3040:d:410::f101,gb-glw-wg-002.relays.mullvad.net,51820
141.98.252.130,gb-lon-wg-001.relays.mullvad.net,51820
2a03:1b20:7:f011::a01f,gb-lon-wg-001.relays.mullvad.net,51820
141.98.252.222,gb-lon-wg-002.relays.mullvad.net,51820
2a03:1b20:7:f011::a02f,gb-lon-wg-002.relays.mullvad.net,51820
185.195.232.66,gb-lon-wg-003.relays.mullvad.net,51820
2a03:1b20:7:f011::a11f,gb-lon-wg-003.relays.mullvad.net,51820
185.195.232.67,gb-lon-wg-004.relays.mullvad.net,51820
2a03:1b20:7:f011::a12f,gb-lon-wg-004.relays.mullvad.net,51820
185.195.232.68,gb-lon-wg-005.relays.mullvad.net,51820
2a03:1b20:7:f011::a13f,gb-lon-wg-005.relays.mullvad.net,51820
185.195.232.69,gb-lon-wg-006.relays.mullvad.net,51820
2a03:1b20:7:f011::a14f,gb-lon-wg-006.relays.mullvad.net,51820
185.195.232.70,gb-lon-wg-007.relays.mullvad.net,51820
2a03:1b20:7:f011::a15f,gb-lon-wg-007.relays.mullvad.net,51820
141.98.252.138,gb-lon-wg-008.relays.mullvad.net,51820
2a03:1b20:7:f011::f801,gb-lon-wg-008.relays.mullvad.net,51820
185.248.85.3,gb-lon-wg-201.relays.mullvad.net,51820
2a0b:89c1:3::a33f,gb-lon-wg-201.relays.mullvad.net,51820
185.248.85.18,gb-lon-wg-202.relays.mullvad.net,51820
2a0b:89c1:3::a34f,gb-lon-wg-202.relays.mullvad.net,51820
185.248.85.33,gb-lon-wg-203.relays.mullvad.net,51820
2a0b:89c1:3::a35f,gb-lon-wg-203.relays.mullvad.net,51820
185.248.85.48,gb-lon-wg-204.relays.mullvad.net,51820
2a0b:89c1:3::a36f,gb-lon-wg-204.relays.mullvad.net,51820
146.70.119.66,gb-lon-wg-301.relays.mullvad.net,51820
2001:ac8:31:f007::a39f,gb-lon-wg-301.relays.mullvad.net,51820
146.70.119.2,gb-lon-wg-302.relays.mullvad.net,51820
2001:ac8:31:f005::a37f,gb-lon-wg-302.relays.mullvad.net,51820
146.70.119.162,gb-lon-wg-304.relays.mullvad.net,51820
2001:ac8:31:f00a::f001,gb-lon-wg-304.relays.mullvad.net,51820
146.70.132.130,gb-mnc-wg-002.relays.mullvad.net,51820
2001:ac8:8b:26::f001,gb-mnc-wg-002.relays.mullvad.net,51820
146.70.132.162,gb-mnc-wg-003.relays.mullvad.net,51820
2001:ac8:8b:27::f001,gb-mnc-wg-003.relays.mullvad.net,51820
146.70.132.194,gb-mnc-wg-004.relays.mullvad.net,51820
2001:ac8:8b:28::f001,gb-mnc-wg-004.relays.mullvad.net,51820
146.70.132.226,gb-mnc-wg-005.relays.mullvad.net,51820
2001:ac8:8b:29::f001,gb-mnc-wg-005.relays.mullvad.net,51820
146.70.133.2,gb-mnc-wg-006.relays.mullvad.net,51820
2001:ac8:8b:2a::f001,gb-mnc-wg-006.relays.mullvad.net,51820
146.70.133.34,gb-mnc-wg-007.relays.mullvad.net,51820
2001:ac8:8b:2b::f001,gb-mnc-wg-007.relays.mullvad.net,51820
146.70.133.66,gb-mnc-wg-008.relays.mullvad.net,51820
2001:ac8:8b:2c::f001,gb-mnc-wg-008.relays.mullvad.net,51820
146.70.132.98,gb-mnc-wg-009.relays.mullvad.net,51820
2001:ac8:8b:25::f001,gb-mnc-wg-009.relays.mullvad.net,51820
167.160.13.3,gb-mnc-wg-201.relays.mullvad.net,51820
2a03:ee40:3304::f001,gb-mnc-wg-201.relays.mullvad.net,51820
167.160.13.127,gb-mnc-wg-202.relays.mullvad.net,51820
2a03:ee40:3304::f101,gb-mnc-wg-202.relays.mullvad.net,51820
149.102.246.2,gr-ath-wg-101.relays.mullvad.net,51820
2a02:6ea0:f501:2::f001,gr-ath-wg-101.relays.mullvad.net,51820
149.102.246.15,gr-ath-wg-102.relays.mullvad.net,51820
2a02:6ea0:f501:3::f001,gr-ath-wg-102.relays.mullvad.net,51820
103.125.233.18,hk-hkg-wg-201.relays.mullvad.net,51820
2403:2c81:1000::a06f,hk-hkg-wg-201.relays.mullvad.net,51820
103.125.233.3,hk-hkg-wg-202.relays.mullvad.net,51820
2403:2c81:1000::a05f,hk-hkg-wg-202.relays.mullvad.net,51820
146.70.224.2,hk-hkg-wg-301.relays.mullvad.net,51820
2001:ac8:a:f::f001,hk-hkg-wg-301.relays.mullvad.net,51820
146.70.224.66,hk-hkg-wg-302.relays.mullvad.net,51820
2001:ac8:a:19::f001,hk-hkg-wg-302.relays.mullvad.net,51820
154.47.29.2,hr-zag-wg-001.relays.mullvad.net,51820
2a02:6ea0:f401:1::a01f,hr-zag-wg-001.relays.mullvad.net,51820
154.47.29.15,hr-zag-wg-002.relays.mullvad.net,51820
2a02:6ea0:f401:2::a01f,hr-zag-wg-002.relays.mullvad.net,51820
146.70.196.194,hu-bud-wg-101.relays.mullvad.net,51820
2001:ac8:26:55::f001,hu-bud-wg-101.relays.mullvad.net,51820
146.70.196.130,hu-bud-wg-102.relays.mullvad.net,51820
2001:ac8:26:54::f001,hu-bud-wg-102.relays.mullvad.net,51820
79.127.182.130,hu-bud-wg-201.relays.mullvad.net,51820
2a02:6ea0:5700:1::f001,hu-bud-wg-201.relays.mullvad.net,51820
79.127.182.160,hu-bud-wg-202.relays.mullvad.net,51820
2a02:6ea0:5700:2::f001,hu-bud-wg-202.relays.mullvad.net,51820
129.227.46.130,id-jpu-wg-001.relays.mullvad.net,51820
2602:ffe4:c0d:801d::f001,id-jpu-wg-001.relays.mullvad.net,51820
